4 CIM,,,,,,,,,6 CIM,,,,,,,,,4 CIM + 2 MINI,,,,,,,,,8 775PRO 80%,,,,,,,,,6 775PRO 80%,,,,,,,,,6 775PRO 100%,,,,,,,,,6 MINICIM,,,,,,,,,4 MINICIM,,,,,,,,,4 MINI + 2 CIM,,,,,,,,,2 MINI + 2 CIM,,,,,,,,,2 CIM,,,,,,,
MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULE,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES
3299.453,10120,85,4.10449563,39.9,9.975,11.9,9.83284029,,3208.847,9740,80,4.104247897,48.6,8.1,11.4,10.79934768,,3221.537,9723,75,4.04596213,64.5,10.75,11.3,13.51069245,,3650.529,11294,76,4.00168492,58.2,7.275,11.4,12.60081216,,3455.223,9773,78,3.68463319,45.6,7.6,11.4,11.00449296,,3456.142,11371,88,4.550625711,77.8,12.96666667,11.2,16.85035968,,3454.953,11366,73,4.629336039,46.6,7.766666667,11.5,8.4506071,,3474.896,10473,98,4.297491668,33.7,8.425,11.8,9.06823864,,3433.002,10960,89,4.364670688,48.8,8.133333333,11.6,11.54293728,,3453.197,10160,81,4.078344494,41,10.25,11.6,9.4458916,,3882.65,9201,74,3.523977332,35.9,17.95,11.6,8.74482356
3319.687,10203,83,4.102006524,39.9,9.975,11.9,9.60730554,,3229.555,9824,84,4.056403322,48.6,8.1,11.4,11.47306032,,3240.848,9802,79,4.090932629,64,10.66666667,11.4,14.0893056,,3671.583,11374,80,3.799753016,58.2,7.275,11.4,13.96890792,,3478.346,9860,87,3.762487566,45.6,7.6,11.4,12.02026032,,3476.972,11465,94,4.512722036,77.8,12.96666667,11.2,18.1504288,,3475.823,11461,95,4.5519885,46.6,7.766666667,11.4,11.0869788,,3525.228,10682,209,4.152427879,34.2,8.55,11.8,20.31198192,,3452.748,11046,86,4.355312468,46.9,7.816666667,11.7,10.83522258,,3479.802,10271,111,4.172148092,41,10.25,11.6,12.653338,,3903.096,9274,73,3.570380515,35.9,17.95,11.6,8.51453224
3338.634,10282,79,4.169525519,39.9,9.975,11.9,8.99622507,,3249.092,9903,79,4.043609561,48.6,8.1,11.4,10.82427948,,3261.417,9884,82,3.986581749,64,10.66666667,11.4,15.0071424,,3690.901,11449,75,3.882389481,58.1,7.2625,11.4,12.79508412,,3494.219,9919,59,3.717003717,45.6,7.6,11.4,8.25142032,,3496.985,11557,92,4.597011942,78,13,11.2,17.4833568,,3502.372,11581,120,4.519944254,46.6,7.766666667,11.6,14.35132744,,3530.021,10713,31,6.467765491,34.2,8.55,11.8,1.93426308,,3474.544,11143,97,4.450357864,46.9,7.816666667,11.7,11.96011908,,3493.623,10328,57,4.124158889,41,10.25,11.7,6.6299337,,3918.819,9334,60,3.816065636,36.4,18.2,11.7,6.69611124
3359.677,10368,86,4.086869743,39.9,9.975,11.9,9.99142683,,3271.185,9993,90,4.073688499,48.4,8.066666667,11.6,12.40389392,,3281.383,9966,82,4.106981869,62.4,10.4,11.4,14.20301376,,3710.724,11525,76,3.833930283,58.1,7.2625,11.4,13.12956582,,3514.564,9996,77,3.784713689,47.3,7.883333333,11.4,10.9704309,,3516.333,11645,88,4.548273723,78,13,11.2,16.9024128,,3545.697,11767,186,4.293133295,47.2,7.866666667,11.5,23.51681,,3574.565,10908,195,4.377693966,34.2,8.55,11.7,17.82383616,,3492.849,11222,79,4.315760721,46.9,7.816666667,11.6,9.9586522,,3513.68,10411,83,4.138206113,42,10.5,11.7,9.8560098,,3935.097,9391,57,3.50165868,36.4,18.2,11.7,6.93247464
3379.779,10452,84,4.178688688,38.6,9.65,11.9,9.23365268,,3289.071,10066,73,4.08140445,48.4,8.066666667,11.6,10.04191584,,3303.076,10053,87,4.010510303,62.4,10.4,11.3,15.29616816,,3730.375,11600,75,3.816599664,58.1,7.2625,11.4,13.01564334,,3534.951,10073,77,3.776916663,47.3,7.883333333,11.4,10.99307814,,3539.82,11751,106,4.513134926,78,13,11.2,20.5182432,,3550.771,11802,35,6.897910918,47.2,7.866666667,11.5,2.7541672,,3594.041,10992,84,4.313000616,34.3,8.575,11.7,7.81591356,,3512.66,11311,89,4.492453687,45.3,7.55,11.7,10.50002811,,3534.601,10498,87,4.158501028,42,10.5,11.7,10.2805794,,3954.654,9463,72,3.681546249,36.4,18.2,11.7,8.32893516
3398.568,10529,77,4.09814253,38.6,9.65,11.9,8.63053926,,3309.095,10149,83,4.145025969,48.4,8.066666667,11.4,11.04844224,,3321.151,10126,73,4.038727524,62.4,10.4,11.3,12.745044,,3750.596,11678,78,3.857375995,58.1,7.2625,11.4,13.39317714,,3554.416,10145,72,3.698946828,47.3,7.883333333,11.4,10.4959173,,3557.512,11834,83,4.691385937,78,13,11.2,15.4557312,,3574.759,11912,110,4.585626146,48.4,8.066666667,11.5,13.3517208,,3611.854,11070,78,4.378824454,34.6,8.65,11.7,7.21105866,,3532.832,11400,89,4.412056316,45.3,7.55,11.8,10.78274088,,3553.677,10578,80,4.193751311,42,10.5,11.7,9.3739464,,3975.081,9536,73,3.573701474,36.4,18.2,11.7,8.69945076
3418.63,10613,84,4.187020237,38.7,9.675,11.9,9.23915286,,3328.931,10229,80,4.033071184,46,7.666666667,11.6,10.5844896,,3341.802,10208,82,3.970752022,62.4,10.4,11.3,14.56143312,,3770.355,11755,77,3.896958348,56,7,11.3,12.5034952,,3576.884,10228,83,3.694142781,47.3,7.883333333,11.5,12.2214686,,3576.526,11920,86,4.522983065,77,12.83333333,11.2,16.3976736,,3605.137,12050,138,4.542761209,48.4,8.066666667,11.6,17.05542432,,3632.146,11159,89,4.385964912,34.6,8.65,11.7,8.21460744,,3552.649,11488,88,4.440631781,45.3,7.55,11.8,10.59297918,,3583.358,10700,122,4.11037364,41.4,10.35,11.7,14.37688278,,3995.243,9607,71,3.521476044,34.9,17.45,11.7,8.23274946
3439.26,10700,87,4.217159476,39.1,9.775,11.9,9.5989327,,3348.901,10312,83,4.156234352,46,7.666666667,11.4,10.472268,,3360.637,10287,79,4.194319087,63.1,10.51666667,11.4,13.5487689,,3790.689,11834,79,3.885118521,56,7,11.3,12.8673552,,3596.097,10300,72,3.747462655,47.1,7.85,11.4,10.31622822,,3597.002,12014,94,4.590740379,77,12.83333333,11.1,17.5008372,,3619.509,12114,64,4.453103256,48.4,8.066666667,11.6,8.06901568,,3652.111,11245,86,4.307538192,34.6,8.65,11.7,8.0822313,,3573.777,11582,94,4.449072321,45.3,7.55,11.8,11.29376112,,3593.443,10742,42,4.164600892,41.4,10.35,11.6,4.8432204,,4015.405,9677,70,3.47187779,34.9,17.45,11.7,8.23274946
3459.264,10784,84,4.199160168,39.1,9.775,11.9,9.30766116,,3368.865,10393,81,4.057303146,46,7.666666667,11.6,10.6527904,,3381.417,10368,81,3.897978826,63.1,10.51666667,11.4,14.9478852,,3810.863,11911,77,3.816793893,56,7,11.4,12.8790816,,3614.765,10370,70,3.749732162,47.1,7.85,11.5,10.1115222,,3616.186,12103,89,4.639282736,77,12.83333333,11.1,16.3965648,,3635.515,12188,74,4.623266275,48.4,8.066666667,11.6,8.98640864,,3672.698,11336,91,4.420265216,34.7,8.675,11.7,8.35811613,,3592.416,11664,82,4.399377649,43.6,7.266666667,11.7,9.50812668,,3613.8,10827,85,4.175467898,41.4,10.35,11.7,9.86052366,,4036.66,9753,76,3.575629264,34,17,11.7,8.455239
3483.105,10883,99,4.152510381,39.1,9.775,11.9,11.09297889,,3389.803,10478,85,4.059604547,44.4,7.4,11.6,10.78390752,,3401.002,10448,80,4.084758744,61.8,10.3,11.4,13.7980242,,3830.742,11990,79,3.97404296,56,7,11.4,12.6907536,,3635.954,10450,80,3.775543914,46.2,7.7,11.4,11.15982252,,3636.202,12195,92,4.596322942,74.9,12.48333333,11.1,16.64110224,,3653.843,12270,82,4.474028808,46.4,7.733333333,11.5,9.7798208,,3692.684,11423,87,4.353047133,34.7,8.675,11.7,8.11411614,,3614.138,11758,94,4.327409999,43.6,7.266666667,11.7,11.08082664,,3633.143,10908,81,4.187561392,41.4,10.35,11.7,9.36936234,,4055.192,9818,65,3.507446579,34,17,11.7,7.3720296
3516.465,11022,139,4.166666667,38,9.5,12,15.21216,,3412.414,10571,93,4.113042325,44.4,7.4,11.4,11.44478376,,3430.002,10568,120,4.137931034,61.8,10.3,11.4,20.43108,,3850.659,12069,79,3.966460812,57.1,7.1375,11.5,13.07849805,,3655.837,10524,74,3.721772368,46.2,7.7,11.4,10.47197844,,3657.438,12293,98,4.614805048,74.9,12.48333333,11.2,17.81445568,,,,,,,,7.4,3581.202748,,3712.742,11512,89,4.437132316,34.7,8.675,11.7,8.14334742,,3633.413,11847,89,4.617380026,45.6,7.6,11.7,10.283598,,3653.345,10993,85,4.207504208,40.6,10.15,11.7,9.59635404,,4075.137,9889,71,3.559789421,34,17,11.8,8.001934
3543.465,11134,112,4.148148148,38,9.5,11.9,12.2094,,3430.005,10644,73,4.149849355,44.4,7.4,11.4,8.90386056,,3440.79,10611,43,3.985910271,61.8,10.3,11.4,7.60036176,,3871.175,12146,77,3.753168259,57.1,7.1375,11.4,13.35468504,,3675.96,10601,77,3.826467227,46.2,7.7,11.4,10.59838164,,,,,,,,7,4932.610168,,,,,,,,,,,3732.558,11601,89,4.491320145,33.9,8.475,11.7,7.85962008,,3652.851,11934,87,4.475769112,45.6,7.6,11.9,10.54783632,,3673.594,11078,85,4.19773816,40.6,10.15,11.7,9.61867998,,4094.809,9960,71,3.609190728,34,17,11.7,7.8255216
3571.562,11255,121,4.306509592,36.6,9.15,12,12.3402024,,3448.665,10722,78,4.180064309,44.8,7.466666667,11.5,9.613632,,3460.659,10691,80,4.026372741,61.8,10.3,11.3,13.87531746,,3890.602,12221,75,3.860606373,55.1,6.8875,11.4,12.20287578,,3694.822,10670,69,3.658148659,46.2,7.7,11.4,9.93423816,,,,,,,,,,,,,,,,,,,,3752.409,11687,86,4.332275452,33.9,8.475,11.7,7.87350213,,3673.472,12024,90,4.364482809,45.6,7.6,11.9,11.18977944,,3693.346,11159,81,4.100850547,39.6,9.9,11.7,9.15149664,,4115.152,10032,72,3.539300988,33.7,16.85,11.7,8.02104147
3578.531,11283,28,4.017793084,36.6,9.15,12,3.0607848,,3469.098,10805,83,4.062056477,44.9,7.483333333,11.6,10.64232372,,3480.927,10774,83,4.095125321,61.6,10.26666667,11.4,14.23300032,,3911.119,12298,77,3.752985329,55.1,6.8875,11.4,12.88754838,,3715.076,10746,76,3.752345216,48,8,11.4,11.0829888,,,,,,,,,,,,,,,,,,,,3772.946,11779,92,4.479719531,33.9,8.475,11.7,8.14559031,,3692.624,12112,88,4.594820384,45.6,7.6,11.8,10.30530816,,3713.934,11246,87,4.22576258,39.6,9.9,11.7,9.53883216,,4137.354,10109,77,3.468156022,33.7,16.85,11.7,8.75402658
3600.932,11375,92,4.106959511,36.6,9.15,11.9,9.75653154,,3489.738,10890,85,4.118217054,44.9,7.483333333,11.4,10.5647904,,3501.25,10855,81,3.985632043,61.6,10.26666667,11.4,14.27162352,,3931.747,12377,79,3.829745976,55.1,6.8875,11.4,12.95727192,,3735.354,10823,77,3.797218661,48,8,11.4,11.0961216,,,,,,,,,,,,,,,,,,,,3792.72,11866,87,4.3997168,33.9,8.475,11.7,7.84296162,,3712.851,12202,90,4.449498195,40.6,6.766666667,11.8,9.69035116,,3735.533,11337,91,4.213158017,39.6,9.9,11.7,10.00724868,,4154.424,10171,62,3.632103105,33.7,16.85,11.7,6.7305303
3618.94,11451,76,4.220346513,37.4,9.35,11.9,8.01464048,,3509.738,10973,83,4.15,44.9,7.483333333,11.4,10.2372,,3521.518,10938,83,4.095125321,61.6,10.26666667,11.4,14.23300032,,3950.579,12450,73,3.876380629,55.1,6.8875,11.4,11.82913248,,3754.492,10894,71,3.709896541,48.2,8.033333333,11.4,10.51594824,,,,,,,,,,,,,,,,,,,,3813.1,11955,89,4.367026497,33.5,8.375,11.8,8.056214,,3733.542,12296,94,4.543038036,40.6,6.766666667,11.8,9.91264428,,3753.565,11413,76,4.21472937,39.6,9.9,11.7,8.35458624,,4175.403,10246,75,3.575003575,32.8,16.4,11.7,8.05090104
3639.457,11535,84,4.094165814,37.4,9.35,12.1,9.28476318,,3528.913,11052,79,4.119947849,44.6,7.433333333,11.5,9.8348575,,3541.498,11019,81,4.054054054,62.3,10.38333333,11.4,14.1901956,,,,,,,,7.3,4133.311322,,3788.348,11020,126,3.721644612,48.2,8.033333333,11.4,18.60319488,,,,,,,,,,,,,,,,,,,,3832.98,12045,90,4.527162978,33.5,8.375,11.7,7.791966,,,,,,,,7.7,3421.822028,,3773.479,11498,85,4.268353922,39.7,9.925,11.7,9.24985386,,4194.27,10314,68,3.604176605,32.8,16.4,11.8,7.30228368
3659.197,11618,83,4.204660588,37.4,9.35,12.1,8.9331396,,3548.914,11134,82,4.09979501,44.6,7.433333333,11.5,10.2585129,,3571.236,11139,120,4.035241106,62,10.33333333,11.4,21.0188184,,,,,,,,,,,3799.751,11062,42,3.683241252,48.2,8.033333333,11.4,6.26572044,,,,,,,,,,,,,,,,,,,,3851.677,12129,84,4.492699364,32.1,8.025,11.8,7.08204966,,,,,,,,,,,3794.095,11584,86,4.171517268,39.7,9.925,11.8,9.65777136,,4215.137,10389,75,3.594191786,32.8,16.4,11.8,8.07636368
3679.146,11701,83,4.160609554,37.4,9.35,12,8.9531112,,3569.009,11217,83,4.130380692,44.6,7.433333333,11.4,10.2171018,,3581.955,11183,44,4.104860528,62,10.33333333,11.4,7.5761892,,,,,,,,,,,3815.033,11121,59,3.860751211,48.2,8.033333333,11.6,8.54447184,,,,,,,,,,,,,,,,,,,,3872.416,12219,90,4.339649935,32.1,8.025,11.8,7.85551842,,,,,,,,,,,3814.314,11670,86,4.253424996,39.7,9.925,11.8,9.47179274,,4236.567,10461,72,3.359776015,32.4,16.2,11.8,8.1931176
3700.029,11790,89,4.261839774,36.4,9.1,12,9.1216944,,3589.107,11299,82,4.080007961,47.4,7.9,11.4,10.86015528,,3601.373,11262,79,4.068390153,61.5,10.25,11.4,13.6139598,,,,,,,,,,,3835.706,11196,75,3.627920476,47.9,7.983333333,11.6,11.48674572,,,,,,,,,,,,,,,,,,,,3893.138,12311,92,4.439725895,32.1,8.025,11.8,7.84907916,,,,,,,,,,,3835.81,11761,91,4.233345739,37.3,9.325,11.8,9.46124944,,4275.905,10606,145,3.686003356,32.4,16.2,11.8,15.03970416
3719.11,11870,80,4.192652377,36.4,9.1,11.9,8.26512596,,3609.782,11383,84,4.062877872,47.4,7.9,11.5,11.2699425,,3620.752,11341,79,4.076577739,61.5,10.25,11.4,13.5866169,,,,,,,,,,,3855.591,11271,75,3.771687201,47.9,7.983333333,11.4,10.8584031,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,2755.852615,,,,,,,,,,,3853.595,11837,76,4.273263987,37.3,9.325,11.7,7.76155185,,4295.365,10677,71,3.648509764,32.6,16.3,11.7,7.4224332
3739.068,11953,83,4.15873334,36.8,9.2,11.9,8.74000736,,3629.144,11464,81,4.183452123,47.4,7.9,11.4,10.46245032,,3640.833,11423,82,4.083461979,61.5,10.25,11.3,13.95529095,,,,,,,,,,,3874.581,11344,73,3.844128489,47.9,7.983333333,11.4,10.3696794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873.099,11919,82,4.204265792,37.3,9.325,11.8,8.58449056,,4315.236,10749,72,3.623370741,32.6,16.3,11.7,7.57919682
3758.515,12033,80,4.113745051,36.8,9.2,11.9,8.51623024,,3649.734,11548,84,4.079650316,47,7.833333333,11.4,11.032122,,3663.481,11515,92,4.062168845,61.5,10.25,11.4,15.8785128,,,,,,,,,,,3899.482,11435,91,3.654471708,48.1,8.016666667,11.4,13.65421434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893.986,12008,89,4.261023603,37.8,9.45,11.8,9.31643748,,4336.682,10823,74,3.450526905,32.6,16.3,11.8,8.24984728
3778.74,12120,87,4.301606922,36.8,9.2,12,8.93136,,3670.806,11636,88,4.176157935,47,7.833333333,11.5,11.389416,,3681.031,11586,71,4.045584046,61.7,10.28333333,11.4,12.344319,,,,,,,,,,,3914.85,11492,57,3.709005726,48.1,8.016666667,11.4,8.42688912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913.783,12090,82,4.142041723,37.8,9.45,11.8,8.83025388,,4378.967,10976,153,3.618304363,31.1,15.55,11.7,15.38624295
3801.306,12214,94,4.165558805,36.8,9.2,11.9,9.88210272,,3689.417,11711,75,4.029874805,47,7.833333333,11.5,10.0592455,,3700.991,11669,83,4.158316633,61.7,10.28333333,11.4,14.0394648,,,,,,,,,,,3935.059,11567,75,3.711217774,48.1,8.016666667,11.4,11.08140306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933.398,12172,82,4.180474127,37.8,9.45,11.8,8.7490746,,4395.984,11040,64,3.760944937,31.1,15.55,11.8,6.24489866
3820.361,12293,79,4.145893466,37.9,9.475,11.9,8.59399555,,3709.047,11793,82,4.177279674,47,7.833333333,11.4,10.517754,,3720.984,11751,82,4.101435502,61.7,10.28333333,11.4,14.06267634,,,,,,,,,,,3955.535,11645,78,3.809337761,48.7,8.116666667,11.4,11.36786568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953.988,12260,88,4.273919378,37.8,9.45,11.8,9.1839636,,4413.986,11106,66,3.666259305,31.3,15.65,11.8,6.64885868
3838.823,12370,77,4.170729065,37.9,9.475,11.9,8.32654662,,3729.114,11876,83,4.136143918,46.7,7.783333333,11.4,10.68326946,,3740.782,11833,82,4.141832508,60.5,10.08333333,11.4,13.6546806,,,,,,,,,,,3975.179,11718,73,3.716147424,48.7,8.116666667,11.4,10.90595592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973.931,12344,84,4.212004212,38,9.5,11.9,9.0182246,,4434.338,11181,75,3.685141509,32.3,16.15,11.8,7.75696128
3859.917,12457,87,4.124395563,37.9,9.475,11.9,9.51360494,,3748.923,11958,82,4.139532536,46.7,7.783333333,11.5,10.63842345,,3765.298,11934,101,4.119758525,60.5,10.08333333,11.4,16.9086852,,,,,,,,,,,3996.028,11796,78,3.741186628,48.7,8.116666667,11.5,11.67648245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456.476,11263,82,3.704038305,32.3,16.15,11.8,8.43767732
3879.21,12538,81,4.198413933,38.3,9.575,11.9,8.79317061,,3770.158,12043,85,4.002825524,46.7,7.783333333,11.4,11.3050893,,3781.285,11998,64,4.003252643,60.5,10.08333333,11.4,11.0262339,,,,,,,,,,,4017.473,11879,83,3.870366053,47.6,7.933333333,11.5,11.738993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474.094,11327,64,3.632648428,32.3,16.15,11.7,6.65801838
,,,,,,7.3,3409.311435,,3789.73,12124,81,4.138565297,46.7,7.783333333,11.4,10.41974136,,3801.175,12081,83,4.172951232,60.7,10.11666667,11.4,13.7634822,,,,,,,,,,,4035.026,11943,64,3.646100382,48.5,8.083333333,11.6,9.8753178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497.417,11410,83,3.558718861,30.9,15.45,11.7,8.43196419
,,,,,,,,,3808.97,12207,83,4.313929314,46.7,7.783333333,11.5,10.332842,,3821.038,12162,81,4.077933847,60.7,10.11666667,11.4,13.74479874,,,,,,,,,,,4055.426,12020,77,3.774509804,48.5,8.083333333,11.5,11.3781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4514.694,11473,63,3.6464664,30.9,15.45,11.8,6.29953974
,,,,,,,,,3829.038,12289,82,4.086107235,46.7,7.783333333,11.6,10.87123696,,3840.88,12244,82,4.132647919,60.7,10.11666667,11.4,13.73026716,,,,,,,,,,,4074.785,12094,74,3.822511493,48.5,8.083333333,11.5,10.79748225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4534.52,11547,74,3.732472511,30.9,15.45,11.8,7.22895612
,,,,,,,,,3849.422,12373,84,4.120879121,44.9,7.483333333,11.6,10.61680256,,3868.25,12354,110,4.018998904,60.6,10.1,11.4,18.9082908,,,,,,,,,,,4095.271,12170,76,3.70985063,47,7.833333333,11.6,11.1689672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555.901,11626,79,3.694869276,30.9,15.45,11.8,7.79594022
,,,,,,,,,3871.204,12463,90,4.131851988,44.9,7.483333333,11.6,11.34493688,,3881.486,12408,54,4.079782412,60.6,10.1,11.4,9.14395824,,,,,,,,,,,4114.186,12242,72,3.806502776,47,7.833333333,11.6,10.312458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574.624,11696,70,3.738717086,31.4,15.7,11.7,6.87845574
,,,,,,,,,,,,,,,6.8,3574.085687,,3900.864,12489,81,4.179997936,60.6,10.1,11.4,13.38709752,,,,,,,,,,,4141.354,12339,97,3.570376914,47,7.833333333,11.5,14.684304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.546,11771,75,3.764682261,31.4,15.7,11.8,7.38149944
,,,,,,,,,,,,,,,,,,,,,,,,7.2,4211.611706,,,,,,,,,,,,,,,,,7.7,3787.236676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4614.373,11843,72,3.631411711,30.6,15.3,11.8,7.15913316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4634.047,11917,74,3.761309342,30.6,15.3,11.8,7.10388792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4654.662,11994,77,3.735144312,30.6,15.3,11.8,7.4436642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4674.823,12068,74,3.670452855,30.6,15.3,11.8,7.27973388
-0.8983738208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.362,12140,72,3.684937817,29.8,14.9,11.8,6.87069396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4716.203,12222,82,3.75440685,29.8,14.9,11.7,7.61508306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4734.477,12290,68,3.721133851,30.1,15.05,11.8,6.49055932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4757.907,12376,86,3.670507896,30.1,15.05,11.8,8.3218674
